"","NMDS1","NMDS2","Key","PrePost","Date","Location","Site","Transect","Achilles.tang","Agile.chromis","Amber.jack","Arc.eye.hawk.fish","Barred.filefish","Belted.wrasse","Big.eye.emperor.or.Mu","Bird.nose.wrasse","Black.kole.or.black.surgeonfish","Blackfin.chromis","Blacktailed.snapper","Blue.eyed.damsel","Blue.goatfish","Bluefin.trevally","Blueline.surgeonfish","Bluelined.butterfly","Bluelined.snapper","Bluespine.unicornfish","Box.fish","Bridled.triggerfish","Bullethead.parrotfish","Chocolate.dip.chromis","Chub.or.Rudderfish","Convict.tang","Cornetfish","Doublebar.goatfish","Elegant.wrasse","Eyestripe.surgeon","Forcep.butterfly","forktail.snapper","Forsteri.hawkfish","four.spot.butterfly","Goldrim.surgeonfish","Gray.Chub","Hawaiian.cleaner.wrasse","Hawaiian.dascyllus","Hawaiian.sergeant.major","Kole.tang","Lavender.brown.tang","Lei.trigger","Lined.butterfly","Manybar.goatfish","Milletseed.butterflyfish","Moorish.Idol","Multiband.butterfly","Niger.trigger","Orangeshoulder.tang","Orangespine.unicornfish","Ornate.butterfly.fish","Ornate.wrasse","Oval.butterfly","Pacific.gregory","Palenose.parrofish","Pinktail.trigger","Porcupinefish","Raccoon.butterflyfish","Redlip.parrotfish","Regal.parrotfish","Ringtail.surgeonfish","Ringtail.wrasse","Rockmover.wrasse","Roi.or.Peacock.grouper","round.scad","Saddle.wrasse","Sailfin.tang","Sidespot.goatfish","Soldier.fish","Spectacled.parrotfish","star.eyed.parrotfish","Surge.wrasse","Teardrop.butterfly","Threadfin.butterflyfish","Trumpetfish","white.freckled.surgeonfish","Whitebar.surgeonfish","whitespot.puffer","Whitespotted.toby","Yellow.tang","yellowfin.goatfish","Yellowstripe.goatfish","Yellowtail.coris"
"33",0.335632317420926,-0.154620310188164,"5T1","Post","2013","Puako","5","T1",0,0,0,0,1,0,0,2,1,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,19,33,2,0,8,0,0,2,0,2,3,0,0,5,0,3,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,23,3
"34",0.99132669589099,-0.3000785519831,"6T1","Post","2014","Mahukona","6","T1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,13,5,0,1,0,0,2,0,0,2,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,53,0
"35",0.445804378017739,0.0149815501046919,"7T1","Post","2014","Mahukona","7","T1",0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,84,20,4,0,12,2,0,3,0,2,4,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,2,0,1,0,0,0,0,0,0,23,0,4,0
"36",-0.623592469266204,-0.0728693349721378,"3T1","Post","2014","Old Kona","3","T1",3,0,0,0,1,1,0,8,0,200,0,0,2,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,33,61,119,4,0,3,0,3,3,12,13,8,3,0,0,7,15,1,0,1,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,1,0,0,0,0,118,0,0,0
"37",-0.725834569797671,-0.0364920441407476,"4T1","Post","2014","Old Kona","4","T1",4,0,0,1,0,0,0,9,0,177,0,0,1,0,0,0,0,1,2,0,21,0,0,0,1,0,0,0,7,0,0,3,0,0,0,0,25,56,172,1,0,2,0,10,2,18,6,10,4,0,0,1,0,4,0,1,0,1,1,0,0,1,0,14,2,0,0,0,0,0,0,0,2,7,33,0,0,132,0,0,1
"38",-0.136653850996178,0.159845776742256,"1T1","Post","2014","Puako","1","T1",3,0,0,1,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,14,34,0,0,0,0,0,0,9,0,1,2,0,0,0,0,48,49,71,0,0,1,0,0,4,0,0,2,2,0,0,3,14,3,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,11,0,0,44,0,0,0
"39",-0.100423340969211,0.439769357762921,"2T1","Post","2014","Puako","2","T1",0,6,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,10,0,0,1,0,0,0,0,39,46,6,3,0,6,1,1,18,3,0,4,3,0,0,1,1,4,0,0,0,0,2,0,0,2,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,104,0,0,4
"40",0.398320084266227,0.299662533877345,"5T1","Post","2014","Puako","5","T1",0,50,0,0,0,3,0,2,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,27,16,5,0,2,0,1,0,0,2,3,3,0,0,1,1,3,0,0,5,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,40,0,1,4
"41",-0.499916758447391,-0.00254207566685097,"3T1","Post","2015","Old Kona","3","T1",5,0,0,0,2,0,0,4,0,105,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,24,73,84,7,0,3,0,2,4,12,5,8,2,1,0,1,1,2,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,162,0,0,1
"42",-0.769313809469346,0.127355047561307,"4T1","Post","2015","Old Kona","4","T1",0,0,0,2,0,2,0,7,0,90,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,2,0,14,3,0,0,0,0,0,0,0,30,101,125,3,0,1,0,8,6,39,4,7,3,1,0,0,4,6,0,1,2,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,11,79,0,0,202,0,0,3
