"","NMDS1","NMDS2","PrePost","Location","Site","Date","Achilles.tang","Agile.chromis","Amber.jack","Ambon.toby","Arc.eye.hawk.fish","Barred.filefish","Belted.wrasse","Big.eye.emperor.or.Mu","Bird.nose.wrasse","Black.kole.or.black.surgeonfish","black.spot.surgeon..Thompson.s.surgeonfish","Blackfin.chromis","Blackspot.sergeant","Blacktailed.snapper","Blue.eyed.damsel","Blue.goatfish","Bluefin.trevally","Blueline.surgeonfish","Bluelined.butterfly","Bluelined.snapper","Bluespine.unicornfish","Box.fish","Bridled.triggerfish","Bullethead.parrotfish","Chocolate.dip.chromis","Chub.or.Rudderfish","Convict.tang","Cornetfish","Crown.toby","Doublebar.goatfish","eagle.ray","Eightline.wrasse","Elegant.wrasse","Eyestripe.surgeon","Fantailed.filefish","Flame.angel","Flame.wrasse","Forcep.butterfly","forktail.snapper","Forsteri.hawkfish","four.spot.butterfly","Goldline.squirrelfish","Goldrim.surgeonfish","Gray.Chub","Hawaiian.cleaner.wrasse","Hawaiian.dascyllus","Hawaiian.hogfish","Hawaiian.sergeant.major","Kole.tang","Kuntee.Squirrelfish","Lavender.brown.tang","Lei.trigger","Lined.butterfly","Lizardfish","Manybar.goatfish","Milletseed.butterflyfish","Moorish.Idol","Multiband.butterfly","Niger.trigger","Orangeshoulder.tang","Orangespine.unicornfish","Ornate.butterfly.fish","Ornate.wrasse","Oval.butterfly","oval.damesel","Pacific.gregory","Palenose.parrofish","Picasso.or.lagoon.trigger","Pinktail.trigger","Porcupinefish","Potter.s.Angel","Raccoon.butterflyfish","Rainbow.Runner","Rectangle.or.reef.trigger","Red.goat..yellow.fin.goatfish.","Redlip.parrotfish","Regal.parrotfish","Reticulated.butterflyfish","Ringtail.surgeonfish","Ringtail.wrasse","Rockmover.wrasse","Roi.or.Peacock.grouper","round.scad","Saddle.wrasse","saddleback.butterfly","Sailfin.tang","Scrawled.filefish","Sidespot.goatfish","Sleek.unicorn.fish","Soldier.fish","Spectacled.parrotfish","Spiny.balloonfish","Spot.fin.squirrelfish","Spotted.puffer","Squirrelfish","star.eyed.parrotfish","Surge.wrasse","Teardrop.butterfly","Threadfin.butterflyfish","Three.spot.chromis","tilefish","Trumpetfish","Vanishing.wrasse","white.freckled.surgeonfish","White.tipped.reef.shark","Whitebar.surgeonfish","Whitemouth.moray","whitespot.puffer","Whitespotted.toby","Yellow.tang","yellowfin.goatfish","yellowfin.surgeon","Yellowstripe.goatfish","Yellowtail.coris","Yellowtail.Filefish"
"21",0.50570905550735,-0.390816970000156,"Pre","Old Kona","3","2011",0,0,0,0,0,0,0,0,3,0.25,0,296.5,0,0,0,0.5,0,0,0,0,0,0.25,0,5.75,0,0,0,0,0,1,0,0,0.25,0,0,0,0,1.25,0,0.5,0.5,0,0,0,0.25,0,0,0,30,0,47.5,2.25,0,0,5.25,0,1.5,1.5,4.25,8,8.25,1.75,0,0,0,1,12.25,0,0.25,0,0,0.5,0,0,0,0.75,1,0,0,0.25,0,0.25,0,4,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0.75,0,0,0,50.75,0,0,0,0.75,0
"22",0.496981996256853,-0.198599464453236,"Pre","Old Kona","3","2012",0,0,13.6666666666667,0,0.333333333333333,0,0,0,2,0,0,228.333333333333,0,0,0,0.333333333333333,0,0,0,0,0,0,0.333333333333333,3.33333333333333,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,5,0,0.333333333333333,1,0,0,0,0,0,0,13,49.6666666666667,0,62.6666666666667,0.333333333333333,0,0,2.33333333333333,0,2,2,5.66666666666667,5.66666666666667,6.66666666666667,2.33333333333333,0,0,0,2.33333333333333,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.666666666666667,0,0,0,0,0,0,2,0,0,0,76.3333333333333,0,0,0,1.66666666666667,0
"23",0.90586644986931,-0.285667580265658,"Post","Old Kona","3","2013",1,0,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,1,0,0,548.333333333333,0,0,0,0,0,0.333333333333333,0,0,0,0,0,8.33333333333333,0,0,0.666666666666667,0,0,1.33333333333333,0,0,0,0,0,0,0,3.66666666666667,0,0.333333333333333,2,0,1.33333333333333,0,0.333333333333333,0,0,4,73.6666666666667,0,96.6666666666667,4,0,0,2.66666666666667,0,1,0.666666666666667,9,7.66666666666667,6.33333333333333,2,0,0,0,1,3,0,0.666666666666667,0,0,0.666666666666667,0,0,0,0.666666666666667,0,0,0,0,0,1,0,5.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0.333333333333333,0,0,0,0.666666666666667,0,0,0,97,0,0,0,2.33333333333333,0
"24",0.694737369707439,-0.157328037056966,"Post","Old Kona","3","2014",3.33333333333333,0,0,0,0.333333333333333,1.66666666666667,0.666666666666667,0,4.66666666666667,0,0,283.333333333333,0,0,0,1,0,0,0,1.33333333333333,0,0.333333333333333,0,13.3333333333333,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0.333333333333333,1.33333333333333,0,0.666666666666667,0,0.666666666666667,0,0,16.3333333333333,74.3333333333333,0,107,3,0,0,1.33333333333333,0,2.66666666666667,2,6.66666666666667,15.3333333333333,7,1.66666666666667,1,0,0,3,7.33333333333333,0,0.666666666666667,0,0,1,0,0,0,4.66666666666667,0,0,0,0,0,0.666666666666667,0,12.6666666666667,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0.333333333333333,0,0,0,0.333333333333333,0,0,0.333333333333333,108,0,0,0,1,0
"25",0.442985522472738,-0.00848313837080568,"Post","Old Kona","3","2015",4,0,0,0,0,1,0.666666666666667,0,3.33333333333333,0,0,96.6666666666667,0,0,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0,8.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.333333333333333,0,2,0,0,0,0,9,81.3333333333333,0,77,5.66666666666667,0,0,3.33333333333333,0,2.66666666666667,4.66666666666667,17.6666666666667,6,7.33333333333333,2.33333333333333,0.666666666666667,0,0,0.333333333333333,5.66666666666667,0,2,0,0,0,0,0,0,2.66666666666667,0,0,0,0,0,0,0,8.33333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,2.33333333333333,0,0,0,144,0,0,0,1.33333333333333,0
"26",0.989420135097089,-0.126813295358066,"Post","Old Kona","3","2016",0.5,0,0,0,0.25,0.25,0.25,0,3.25,3.5,0,463.75,0,0,0,0.25,0,0,0,0.5,0,0.25,0,5.75,0,0,0.25,0,0,1,0,0,0,0.25,0,0,0,7,0.25,0.25,1.5,0,0.5,0,0,0,0,14.75,50.75,0,210,4.5,0,0,3,0,2.5,3,57,9.75,12,6,1,0.5,0,1.25,8.75,0,2.75,0,0,0.75,0,0,0,2,0,0,0.25,0.5,0,0.5,0,12,0,0.25,0,0,0,0,0.25,0,0,0,0,0.25,0,0,1,0,0,0,0,0,0,0.5,0,0,0,164,0,0,0,1,0
"27",0.721099642884894,-0.0882372150511916,"Post","Old Kona","3","2017",2.5,0.25,0,0.25,0,0,0.5,0,5,1.25,0,244.5,0,0,0,0.25,0,0,0,0,0,0.25,0,8.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,3.75,0.75,0,0.5,0,0,0,0,0,0,25.25,67.25,0,161,3.5,0,0,1.75,0,2.5,3.75,24,7,10.25,2.75,0,0,0,1,9.25,0,0.5,0,0,0.75,0,0,0,1.75,0,0,0,0,0,0,0,9.25,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0.75,0,0,0.25,0,0,0,0.25,0,0,0.25,128.5,0.5,0,0.25,1.25,0
"28",0.574873144588876,0.0549528062410059,"Post","Old Kona","3","2018",0.5,0,0,0,0,0.75,0,0,4.25,4.5,0,96,0,0,0,0.75,0,0.25,0,0,0,0.25,0,2.75,0,0.25,0,0.25,0,3,0,0,0,1,0,0,0,6,0,0.75,0.75,0,0,0,0,0,0,10.5,72.75,0,126.75,3,0,0,1.75,0,3.25,8.5,37.25,10.5,21.75,2,1,0,0,1.25,2.75,0,1.75,0,0,3.25,0,0,0,2.5,0,0,0.25,0.5,0,1.5,0,6.75,0,0,0,0.5,0,0,0,0,0,0,0,0.75,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0.25,149.75,0,0,0,0,0
"29",0.62106943224697,-0.0680266889322642,"Post","Old Kona","3","2019",0,0,0,0,0.25,0.75,0.5,0,4,3.75,0,209.25,0,0,0,0.5,0,0,0,0,0,0,0,10.25,0,2.25,0,0,0,1.25,0,0,0,0,0,0,0,4.25,0.5,0.5,1.25,0,0,0,0,0,0,30.25,42.5,0,115,3,0,0,1.25,0,1,2.5,38.25,9.75,16,2.25,0,0,0,1.25,3.75,0,1,0,0,0,0,0,0,2.25,0,0,0.75,0,0,1.25,0,10.75,0,0.25,0,0,0,0,0,0,0,0,0,0.75,0,0.75,1,0,0,0.25,0,0,0,0,0,0,0,106.25,0,0,0,1,0
"30",0.726521701032063,-0.51062069484588,"Pre","Old Kona","4","2009",7,0,0,0,0,0,0,0,1.25,0,0,198.75,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2.25,0,0,0,2,0,0,0.5,0,0,0,0.75,0,0,1,7.75,0,61.75,0,0,0,0.5,0,5.25,1,5.5,8,9.75,0.75,0.25,0,0,0.75,5.75,0,2.5,0,0,0.75,0,0,0,0.75,0,0,0.25,0,0,0,0,12.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,154.5,0,0,0,66.5,0,0,0,0.25,0
"31",0.908702331839407,-0.456986820966713,"Pre","Old Kona","4","2010",1,0,0,0,0.25,0,0.25,0.25,2,0,0.5,475,0,0,0,0.25,0,0,0,0,0,1.5,0,4,0,0,1,0,0,1.75,0,0,0.25,0.75,0,0,0,1.5,0,0,0,0,0,0,0,0,0,3.25,10.75,0,68,0.5,0,0,3.75,0,4.75,1,7.25,2.75,6.5,1.75,0.25,0,0,0.5,14.25,0,2,0,0,0.5,0,0.25,0,1.75,0.25,0,2.75,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,6.75,0,0,0,0,0.5,0,0,0.25,30.5,0,0,0.25,72.75,0,0,0,1.25,0
"32",0.596633575986785,-0.344743631859481,"Pre","Old Kona","4","2011",3.25,0,0,0.25,0,0,0,0,2.75,0,0,263.75,0,0,0,0.25,0,0,0,0,0.25,0,0,5.75,0,0,4.25,0,0,1,0,0,0,1.75,0,0,0,3.5,0,0.25,0,0,0,0,0.75,0,0,6,23.25,0,55.5,1.75,0,0,1.25,0,5.5,0.25,6.75,6,5.75,0.75,0,0,0,0.25,11,0,3.25,0,0,1.5,0,0,0,1,1.25,0,0.75,0.25,0,0,0,9,0,0,0,0,0,0,0.25,0,0,0,0,0,0,1.25,0.75,0,0,0,0,13.75,0,46,0,0,0.5,60.75,0,0,0,0.5,0
"33",0.618479270135607,-0.173484306280973,"Pre","Old Kona","4","2012",1,0,6,0,0,0,0,0,4.5,0,0,193.5,0,0,0,0.5,0,0,0,0,1.5,0,0.5,9,0,0.5,0.5,0,0,2,0,0,0,5,0,0,0,7,0,0,1.5,0,0,0,0,0,0,7.5,33.5,0,75,1,0,0,4.5,0,7,0,6,4.5,4,2.5,0,0,0,0,0,0,4.5,0,0,1,0,0,0,0,0,0,0.5,0,0,1,0,2.5,0,1,0,0,0,0,0.5,0,0,0,0,0,8.5,0,1.5,0,0,0,0,0,0,52.5,0,0,0,137,0,0,0,1.5,0
"34",0.942246105260747,-0.122917714567354,"Post","Old Kona","4","2013",1.33333333333333,0,0,0,0.666666666666667,0.666666666666667,0,0,3.33333333333333,0,0,371.666666666667,0,0,0,0.666666666666667,0.333333333333333,0,0,0,1.33333333333333,0,0,19.3333333333333,0,0,2.33333333333333,0,0,1,0,0,0,1.33333333333333,0,0,0,6.33333333333333,0.333333333333333,0,1,0,30.6666666666667,0,0.333333333333333,0,0,8.33333333333333,54,0,163.666666666667,1.66666666666667,0,0,0,0,8,1.33333333333333,25.3333333333333,7.66666666666667,6.66666666666667,3,1.66666666666667,0,0,2.66666666666667,5,0,4,0,0,1.66666666666667,0,0,0,4,0,0,0.666666666666667,0,0,0.333333333333333,0,10.3333333333333,0,1,0,0,0.333333333333333,0,0,0,0,0,0,0.333333333333333,0,0,2,0,0,0.333333333333333,0,0,0,3.33333333333333,0,0,0,189.333333333333,0,0.666666666666667,0,0.666666666666667,0
"35",0.761352186016101,-0.025123799294118,"Post","Old Kona","4","2014",1.5,0,0,0,0.25,0.5,0.25,0,4.5,0,0,198,0,0,0,0.75,0.25,0,0,0,1,0.75,0,11.25,0,0,0.25,0.25,0,0.25,0,0,0,6.75,0,0,0,7.5,0.25,0,1.75,0,0.25,0,0.5,0,0,26.25,85,0,146.75,3.5,0.75,0,3,0,8,1.5,21,6.25,10.75,2,0.5,0,0,1,6.5,0,5,0,0,1,0,0,0,0.25,0.25,0,0.25,0,0,0.25,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,1.5,0,12.5,0,39,0,0,0,154,0,0,0,3.25,0
"36",0.769429809490231,0.215969991393238,"Post","Old Kona","4","2015",0,13,0,0,1,0.666666666666667,2.33333333333333,0,7.66666666666667,0.333333333333333,0,64.3333333333333,0,0,0,1.33333333333333,0.333333333333333,0,0,0,2,0.333333333333333,0,6.66666666666667,0,0,0.333333333333333,0,0,0.666666666666667,0,0,0,4.66666666666667,0,0,0,5.33333333333333,0,0,1.33333333333333,0,0.333333333333333,0,0,0,0,27.6666666666667,116.333333333333,0,163.666666666667,2.66666666666667,0,0,1,0,6.66666666666667,4.33333333333333,28.3333333333333,6.33333333333333,6.66666666666667,3,0.666666666666667,0,0,0.333333333333333,10,0,6.33333333333333,0,0,2.33333333333333,0,0,0,2,0,0,0.333333333333333,0.666666666666667,0,0,0,8,0.666666666666667,4.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33333333333333,0,78.6666666666667,0,0,0,198.666666666667,0,0,0,2,0
"37",0.78012549612754,-0.0374785550523099,"Post","Old Kona","4","2016",0.5,0,0,0,0,0.5,0,0,5,2.75,0,187.5,0,0,0,1.75,0,0,0,0,0.5,0,0,3.25,0,1,0,0.75,0,1,0,0,0,1.75,0,0,0,5,0,0.25,2.5,0,0,0,0,0,0,13.5,36.75,0,120,3.5,0.5,0,1.25,0,10,4,53,12.25,15,1,0,0,0,0,15.5,0,4.5,0,0,0.75,0,0,0,1.5,0,0,0.25,0.5,0,0.25,0,12.25,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0.25,0,12.25,0,30.5,0,0,0,201.5,0,0,0,1.5,0
"38",0.556418461431658,0.0292154725871558,"Post","Old Kona","4","2017",2,0,0,0,0.25,0.5,0.25,0,2.25,1.25,0,88.25,0,0,0,0.25,0,0,0,0,2.5,0.5,0,5.25,0,0,1.75,0,0,0.5,0,0,0,0,0,0,0,4.25,0,0,0.75,0,0,0,0,0,0,11.5,42,0,151.5,5.25,0,0,1.5,0,7.75,2.25,23.25,6.75,7.25,2.25,0,0,0,0.25,6,0,2.25,0,0,0.5,0.75,0,0,0.5,0.5,0,0.75,0,0,0.25,0,5.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,4.5,0,27.75,0,0,0,140.25,0,0,0,1.75,0
"39",0.765917896856764,0.0437791646225361,"Post","Old Kona","4","2018",2,0,0,0.5,0,0.75,0.25,0,4.75,0.5,0,100.25,0,0,0,0,0,0,0,0,0.5,0.75,0,6.5,0,0,0,0,0,0,0,0,0.25,3.5,0,0,0,2.75,1.5,0,1.5,0,0,6.5,0,0,0,0.25,46.75,0,212.75,5,0,0,2,0,4.75,1,5.5,11.75,15.5,1,0.25,0,0,0.25,7.25,0,4,0,0,2.75,0,0,0,2,0,0.5,0.25,0,0,0.5,0,6.75,0,3.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0,0.75,0,2,0,41,0,0,0.25,180.75,0,0,0,1.5,0
"40",0.683364368801265,-0.0121464477408858,"Post","Old Kona","4","2019",0.5,0,0,0,0.5,0.5,1.5,0,3,6.25,0,153.5,0.25,0,0,0.75,0,0,0,0.25,0,0,0,8,0,0,0,0,0,1.25,0,0,0,1.75,0,0,0,1.5,0.5,0,3.5,0,0,2.5,0,0,0,3.5,41.5,0,143,3.5,0,0,0.5,0,4.5,1,61.75,7.5,17.5,0.75,0,0,0,0,7.25,0,4.75,0,0,2.75,0,0,0,3.5,0,0,0.5,0,0,0.75,0,10.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.75,0,3.25,0,10,0,0,0.25,129.25,0,0,0,1,0
"41",-0.664104136184515,0.52220301481014,"Pre","Puako","1","2009",0,0,0,0,0,0,0,0,1.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.25,5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,1.25,1.25,0,0,0.5,0,0.5,3.75,5.25,0,1,0.5,0,0,0,0,3.5,0,3.75,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0.25,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,41.25,0,0,0,0,0
"42",-0.475050535642295,0.267522865768628,"Pre","Puako","1","2010",0,0.75,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,3.5,3,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0.25,0,0,0,0,0,0,0.75,32,0,9.75,1.75,0,0,1.25,0,0.75,1.75,2.5,0.5,0.75,1.5,0,0.25,0,1.75,1.25,0,4.75,0,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0,3,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,1.75,0,0,0,37.25,0,0,0,0.5,0
"43",-0.431106185623859,0.146727940909065,"Pre","Puako","1","2011",0,6.25,0,0,0,0.75,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,5.25,8.5,0,1.25,0,0,0,0,0,0,0,0,0,0,5.75,0,0,0,0,0,0,0,0,0,0.5,33.25,0,25,1.5,0,0,0.75,0,0,2.25,3,0,0.75,0.25,0,2,0,0.25,0,0,5,0,0,0.25,0,0,0,0,0,0,0,0.75,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,32.25,0,0,0.25,0.25,0
"44",-0.0134291760410159,0.131947053069492,"Pre","Puako","1","2012",0,1,30,0,0,1,0,0,3.33333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,4.66666666666667,3.66666666666667,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,6.33333333333333,1.33333333333333,1.33333333333333,1.66666666666667,0,0,0,0,0,0,7.33333333333333,29.3333333333333,0,49,0.666666666666667,0,0,2.33333333333333,0,0.666666666666667,2.66666666666667,5,0,3.66666666666667,0.666666666666667,0,1,0,9.66666666666667,0,0,5.66666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.66666666666667,0,1,0,0,0,0,2.66666666666667,0,0,0,0,0.333333333333333,3.66666666666667,0,0,0,0,0.666666666666667,0,0,0,1,0,0,0,70.3333333333333,0,0,0,3,0
"45",0.129411151825498,0.510779587109766,"Post","Puako","1","2013",0.333333333333333,61,0,0,0,1.66666666666667,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8.66666666666667,2,5,0,0,0,0,0,0,0,0,0,0,4.33333333333333,0,0,3.66666666666667,0,4,0,0,0,0,11,54,0,10.3333333333333,4.33333333333333,0,0,1,0,1,2.66666666666667,12.6666666666667,3,5,3,0,0,0,0.333333333333333,15.6666666666667,1.33333333333333,5.33333333333333,0,0,0.666666666666667,0,0,0,0,0,0,1,0.333333333333333,0.333333333333333,1.33333333333333,0.333333333333333,0.333333333333333,0,2.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,84.6666666666667,0,0,0,1.66666666666667,0
"46",-0.094155474023922,0.251610221210177,"Post","Puako","1","2014",0.75,18.5,0,0,0.25,1.25,0,0,0.75,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,6.25,9.25,0,0,0,0,0,0,0,0,0,0,0,0,5.25,0.25,0.25,1.25,0,0,0,0,0,0,52.75,29.25,0,42.75,1.25,0,0,0.5,0,0,4.5,1.25,0.5,1.25,1.75,0,0.5,0,1,3.5,0,3,0,0,0,0,0,0,0,0,0,0,0.5,0,0.25,0,2.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,3.5,0,0,0,53.75,0,0,0,0,0
"47",-0.236550814589319,0.195936780412971,"Post","Puako","1","2015",0,11.75,0,0,0.5,0.5,0,0,1.5,1.75,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1.75,5.25,0,0,0,0,0.25,0,0,0,0,0,0.25,0,8.5,0.25,0,0,0,0,0,0.25,0,0,5.75,42.5,0,19.25,6.5,0,0,1.25,0,5,4.5,8,0.5,2,2.25,0,0,0,3,1.5,0,5,0,0,0,0,0,0,0.25,0,0,0.25,1.75,0,0.25,0,4.5,0,0,0,0.25,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,43.25,0,0,0,1.75,0
"48",0.179759391293222,0.414290276765241,"Post","Puako","1","2016",0,40.3333333333333,0,0,0.333333333333333,0,0,3.66666666666667,0.666666666666667,25.3333333333333,0.333333333333333,0,0,1.33333333333333,0,1,0,0,0,0,0,0,0,2.33333333333333,2.66666666666667,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,5.33333333333333,0,0,0.666666666666667,0,0,0,0,0,0,4.66666666666667,88.3333333333333,0,24,9.33333333333333,0,0,0.666666666666667,0,6,2.33333333333333,3.66666666666667,1,6.66666666666667,4.33333333333333,0,0,0,3,2,0,4.33333333333333,0,0,0.333333333333333,0,0,0,0.666666666666667,0,0,0,2,0,0.333333333333333,0,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,0,0,0,0,0,0,0,0,0,0,107.333333333333,1,0,0.333333333333333,0.333333333333333,0
"49",0.197051237697932,0.292249092931367,"Post","Puako","1","2017",0,28,0,0,0,0,0,0,0.75,24,0,0,0,1,0,0.5,0,0,0,0.75,0,0.25,0,5.5,2.5,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0.75,0.25,0,0,0,0,0,0,19.25,74.75,1.25,48.75,2.25,0,0,1,0,1.75,1.75,3.75,0.5,3.5,1.25,0,0,0,0.5,1.25,0,3.75,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,2.25,0,1.25,0,0.25,0,0.5,0,0,0,0,0.5,0,0,0,0.25,0,0,1.25,0,0,0,0.25,0,0,0,101.5,1,0,0.75,0.5,0
"50",0.0536679121575095,0.233016696024744,"Post","Puako","1","2018",0,8.75,0,0,0.25,0,0.25,0,0.75,9.25,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,4.75,0.5,0,0.75,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0.25,30.25,46,0,35.75,1.75,0,0,3.25,0,2,1.75,6.25,0,3.75,1.25,0,0.5,0,1.25,0.5,0,4.75,0,0,0,0,0,0.25,0.25,0,0,0.5,1.5,0,0.25,0,3.5,0,0.5,0.25,0,0,0.5,0,0,0.75,0,0,0,0,0,0.25,0,0,0.75,0,0,0,0.75,0,0.25,0,91.25,0,0,4,1.5,0
"51",0.361577310738872,0.390459930058974,"Post","Puako","1","2019",0,31.5,0,0.25,0,0.25,0,0.25,1.5,6.75,0,0,0,2.5,0,0.75,0,0,0,0,0,0.25,1.5,6,2.25,0,0.75,0,0,0.25,0,0,0,0,0,0,0,4.25,0.25,0,1.75,0,0,0,0,0,0,107.5,38,0,113.75,3,0,0,3.5,0,1,4,14.5,1,3,1.5,0,1.5,0,1,1.25,0,3,0,0,2.5,0,0,0.25,1.5,0,0,0,3,0,0.25,0,4.25,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,1.25,5.25,0,0,0,0,0,0.5,0,0.25,0,98.75,0,0,2.75,0.75,0
"52",-0.256835202318597,0.632602944113016,"Pre","Puako","2","2009",0,0,0,0,0.75,0,0,0,2.25,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1.5,0,0,0,0,0.75,0,0,0,0,0,0,0,2.25,0,1,2,0,0,0,0.5,0,0,0.5,17,0,3.25,1.25,0,0,1,0,0,0,0.5,6.5,0.5,2.25,0.5,0,0,1.5,23.5,0,1.25,0.75,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0.5,0,0,0,6.5,0.25,0.25,0,69.75,0,0,0.25,0.75,0
"53",-0.283704436042741,0.52000486972625,"Pre","Puako","2","2010",0,1,0,0,1.66666666666667,0,2.33333333333333,0,1.66666666666667,0.333333333333333,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,4.66666666666667,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,3.66666666666667,0,0.333333333333333,1,0,0,0,0,0,0,0.333333333333333,30,0,3,3.33333333333333,0.333333333333333,0,2,0,0.666666666666667,1.33333333333333,18.6666666666667,1.33333333333333,0,0,0.666666666666667,0.666666666666667,0,4.33333333333333,0,0.333333333333333,2.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,3,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.3333333333333,0,0,0,0,0
"54",-0.109620582680321,0.378696438528322,"Pre","Puako","2","2011",0,4,0,0,0.75,0.5,0.25,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,2.75,5,0,0.25,0,1.5,0,0,0,0,0,0,0,4.25,0,0.25,0,0,0,0,0,0,0,5,44.75,0,4.25,3.25,0,0,2,0,1.5,2.25,3,3.75,4.25,2.25,0,0.5,0,1.25,7.75,0,2.75,0.5,0.25,0,0,0,0,6,0.5,0,0.25,0.5,0,1.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.5,0,0,0,0,0,0,0.25,0,0,0,67.5,0,0,0.25,1,0
"55",-0.204009151889119,0.508462010948619,"Pre","Puako","2","2012",0,10,0,0,1.5,0.5,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,6.5,0,1,0.5,0,0,0,0,0,0,0,0,0,5.5,0,0.5,1,0,0,0,0,0,0,19.5,28.5,0,2.5,0.5,0,0,2.5,0,0,4.5,0,0,2.5,2.5,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,1,0
