"","NMDS1","NMDS2","Key","Date","Location","Site","Transect","Achilles.tang","Agile.chromis","Amber.jack","Arc.eye.hawk.fish","Barred.filefish","Belted.wrasse","Big.eye.emperor.or.Mu","Bird.nose.wrasse","Black.kole.or.black.surgeonfish","Blackfin.chromis","Blacktailed.snapper","Blue.eyed.damsel","Blue.goatfish","Bluefin.trevally","Blueline.surgeonfish","Bluelined.butterfly","Bluelined.snapper","Bluespine.unicornfish","Box.fish","Bridled.triggerfish","Bullethead.parrotfish","Chocolate.dip.chromis","Chub.or.Rudderfish","Convict.tang","Cornetfish","Doublebar.goatfish","Elegant.wrasse","Eyestripe.surgeon","Forcep.butterfly","forktail.snapper","Forsteri.hawkfish","four.spot.butterfly","Goldrim.surgeonfish","Gray.Chub","Hawaiian.cleaner.wrasse","Hawaiian.dascyllus","Hawaiian.sergeant.major","Kole.tang","Lavender.brown.tang","Lei.trigger","Lined.butterfly","Manybar.goatfish","Milletseed.butterflyfish","Moorish.Idol","Multiband.butterfly","Niger.trigger","Orangeshoulder.tang","Orangespine.unicornfish","Ornate.butterfly.fish","Ornate.wrasse","Oval.butterfly","Pacific.gregory","Palenose.parrofish","Pinktail.trigger","Porcupinefish","Raccoon.butterflyfish","Redlip.parrotfish","Regal.parrotfish","Ringtail.surgeonfish","Ringtail.wrasse","Rockmover.wrasse","Roi.or.Peacock.grouper","round.scad","Saddle.wrasse","Sailfin.tang","Sidespot.goatfish","Soldier.fish","Spectacled.parrotfish","star.eyed.parrotfish","Surge.wrasse","Teardrop.butterfly","Threadfin.butterflyfish","Trumpetfish","white.freckled.surgeonfish","Whitebar.surgeonfish","whitespot.puffer","Whitespotted.toby","Yellow.tang","yellowfin.goatfish","Yellowstripe.goatfish","Yellowtail.coris"
"1",-0.340386091792699,-0.350726229139134,"3T1","2009","Old Kona","3","T1",0,0,0,0,0,0,0,12,0,189,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,18,66,1,0,0,0,4,3,1,11,2,3,1,0,0,2,1,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,3,0,1,56,0,0,0
"2",-0.792860357794094,-0.55272643624531,"4T1","2009","Old Kona","4","T1",14,0,0,0,0,0,0,1,0,215,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9,62,0,0,0,0,10,0,3,9,11,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,245,0,0,74,0,0,0
"3",0.339644632623408,0.616748420125885,"1T1","2009","Puako","1","T1",0,0,0,0,0,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,1,0,2,0,0,0,2,2,0,0,0,11,5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,57,0,0,0
"4",-0.142592340026148,0.675382395407881,"2T1","2009","Puako","2","T1",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,5,0,0,1,0,0,0,0,0,27,0,1,0,0,0,0,0,1,7,0,4,0,0,4,40,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,25,0,0,95,0,1,2
"5",1.27479530202326,-0.186240718742971,"5T1","2009","Puako","5","T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1,0,0,0,3,7,5,2,0,0,0,0,0,1,4,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,25,0,0,13,0,40,0
"6",0.376611427638218,-0.419596589985735,"6T1","2010","Mahukona","6","T1",0,0,0,0,0,0,1,0,0,50,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,15,1,0,6,0,1,2,0,2,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0
"7",0.489943925497917,-0.957451645990234,"7T1","2010","Mahukona","7","T1",0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,15,2,0,4,0,0,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0
"8",-0.687755646643198,-0.540933521903354,"3T1","2010","Old Kona","3","T1",0,0,0,1,0,0,0,6,0,467,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,31,63,0,1,2,1,2,3,4,4,3,2,0,0,1,24,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,7,0,1,0,0,2,0,0,58,0,0,0
"9",-0.815610014436267,-0.634178915813471,"4T1","2010","Old Kona","4","T1",0,0,0,0,0,0,0,4,0,500,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,0,0,1,0,4,2,7,0,4,1,1,0,0,17,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,49,0,0,67,0,0,0
"10",0.505706631159902,0.326381704792481,"1T1","2010","Puako","1","T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,4,0,0,0,0,3,0,0,0,0,0,0,0,3,26,9,1,0,2,0,0,5,6,2,1,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,34,0,0,1
"11",0.164443537896467,0.567085146795798,"2T1","2010","Puako","2","T1",0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,36,1,3,1,3,0,2,2,42,3,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,54,0,0,0
"12",0.7449127583012,0.383936126921484,"5T1","2010","Puako","5","T1",0,0,0,0,2,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,0,0,0,0,11,10,5,0,5,0,0,0,0,3,2,2,0,0,0,8,2,0,0,3,0,0,2,0,0,0,5,0,2,0,0,0,0,0,0,0,0,2,0,0,27,25,0,3
"13",1.01335213252131,-0.0397394562893822,"6T1","2011","Mahukona","6","T1",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,13,22,1,0,3,0,1,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0
"14",1.15795738398411,0.1077940261745,"7T1","2011","Mahukona","7","T1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,10,3,0,2,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0
"15",-0.483277114642621,-0.442603358412933,"3T1","2011","Old Kona","3","T1",0,0,0,0,0,0,0,5,1,312,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,22,54,2,0,5,0,0,2,4,5,13,3,0,0,2,5,0,0,0,1,1,0,1,0,0,0,4,2,0,0,0,0,0,0,4,0,0,3,0,0,58,0,0,0
"16",-0.643049365437568,-0.335648474365888,"4T1","2011","Old Kona","4","T1",3,0,0,0,0,0,0,6,0,290,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,1,1,0,0,0,0,0,2,0,7,49,75,1,0,2,0,5,0,3,7,5,0,0,0,1,4,4,0,2,1,4,0,0,0,0,0,15,0,0,0,0,0,0,1,3,0,40,59,0,1,73,0,0,0
"17",0.453420336855561,0.406739824619489,"1T1","2011","Puako","1","T1",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,30,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,34,7,2,0,0,0,0,2,8,0,0,0,0,2,1,0,6,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1,1
"18",0.00189430081437715,0.453196297832787,"2T1","2011","Puako","2","T1",0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,20,64,2,3,0,4,0,1,4,3,9,2,0,0,0,2,6,2,1,0,2,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,1
"19",0.951950763748386,-0.337888491349215,"5T1","2011","Puako","5","T1",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,27,7,0,3,0,3,0,0,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,21,0,23,2
"20",0.685622124375556,-0.751685166307259,"6T1","2012","Mahukona","6","T1",0,2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,12,0,0,6,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10,3,0,2,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0
